animal_name,class_type,hair,feathers,eggs,milk,airborne,aquatic,predator,toothed,backbone,air_breather,water_breather,venomous,fins,tail,legs
aardvark,1,True,False,False,True,False,False,True,True,True,True,False,False,False,False,4
antelope,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
bass,4,False,False,True,False,False,True,True,True,True,False,True,False,True,True,0
bear,1,True,False,False,True,False,False,True,True,True,True,False,False,False,False,4
boar,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
buffalo,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
calf,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
carp,4,False,False,True,False,False,True,False,True,True,False,True,False,True,True,0
catfish,4,False,False,True,False,False,True,True,True,True,False,True,False,True,True,0
cavy,1,True,False,False,True,False,False,False,True,True,True,False,False,False,False,4
cheetah,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
chicken,2,False,True,True,False,True,False,False,False,True,True,False,False,False,True,2
chub,4,False,False,True,False,False,True,True,True,True,False,True,False,True,True,0
clam,7,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0
crab,7,False,False,True,False,False,True,True,False,False,False,False,False,False,False,4
crayfish,7,False,False,True,False,False,True,True,False,False,False,False,False,False,False,6
crow,2,False,True,True,False,True,False,True,False,True,True,False,False,False,True,2
deer,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
dogfish,4,False,False,True,False,False,True,True,True,True,False,True,False,True,True,0
dolphin,1,False,False,False,True,False,True,True,True,True,True,False,False,True,True,0
dove,2,False,True,True,False,True,False,False,False,True,True,False,False,False,True,2
duck,2,False,True,True,False,True,True,False,False,True,True,False,False,False,True,2
elephant,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
flamingo,2,False,True,True,False,True,False,False,False,True,True,False,False,False,True,2
flea,6,False,False,True,False,False,False,False,False,False,True,False,False,False,False,6
frog,5,False,False,True,False,False,True,True,True,True,True,True,False,False,False,4
fruitbat,1,True,False,False,True,True,False,False,True,True,True,False,False,False,True,2
giraffe,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
human,1,True,False,False,True,False,False,True,True,True,True,False,False,False,False,2
gnat,6,False,False,True,False,True,False,False,False,False,True,False,False,False,False,6
goat,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
gorilla,1,True,False,False,True,False,False,False,True,True,True,False,False,False,False,2
gull,2,False,True,True,False,True,True,True,False,True,True,False,False,False,True,2
haddock,4,False,False,True,False,False,True,False,True,True,False,True,False,True,True,0
hamster,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
hare,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
hawk,2,False,True,True,False,True,False,True,False,True,True,False,False,False,True,2
herring,4,False,False,True,False,False,True,True,True,True,False,True,False,True,True,0
honeybee,6,True,False,True,False,True,False,False,False,False,True,False,True,False,False,6
housefly,6,True,False,True,False,True,False,False,False,False,True,False,False,False,False,6
kiwi,2,False,True,True,False,False,False,True,False,True,True,False,False,False,True,2
ladybird,6,False,False,True,False,True,False,True,False,False,True,False,False,False,False,6
lark,2,False,True,True,False,True,False,False,False,True,True,False,False,False,True,2
leopard,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
lion,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
lobster,7,False,False,True,False,False,True,True,False,False,False,False,False,False,False,6
lynx,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
mink,1,True,False,False,True,False,True,True,True,True,True,False,False,False,True,4
mole,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
mongoose,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
moth,6,True,False,True,False,True,False,False,False,False,True,False,False,False,False,6
newt,5,False,False,True,False,False,True,True,True,True,True,True,False,False,True,4
octopus,7,False,False,True,False,False,True,True,False,False,False,False,False,False,False,8
opossum,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
oryx,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
ostrich,2,False,True,True,False,False,False,False,False,True,True,False,False,False,True,2
parakeet,2,False,True,True,False,True,False,False,False,True,True,False,False,False,True,2
penguin,2,False,True,True,False,False,True,True,False,True,True,False,False,False,True,2
pheasant,2,False,True,True,False,True,False,False,False,True,True,False,False,False,True,2
pike,4,False,False,True,False,False,True,True,True,True,False,True,False,True,True,0
piranha,4,False,False,True,False,False,True,True,True,True,False,True,False,True,True,0
pitviper,3,False,False,True,False,False,False,True,True,True,True,False,True,False,True,0
platypus,1,True,False,True,True,False,True,True,False,True,True,False,False,False,True,4
polecat,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
pony,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
porpoise,1,False,False,False,True,False,True,True,True,True,True,False,False,True,True,0
puma,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
pussycat,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
raccoon,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
reindeer,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
rhea,2,False,True,True,False,False,False,True,False,True,True,False,False,False,True,2
scorpion,7,False,False,False,False,False,False,True,False,False,True,False,True,False,True,8
seahorse,4,False,False,True,False,False,True,False,True,True,False,True,False,True,True,0
seal,1,True,False,False,True,False,True,True,True,True,True,False,False,True,False,0
sealion,1,True,False,False,True,False,True,True,True,True,True,False,False,True,True,2
seasnake,3,False,False,False,False,False,True,True,True,True,False,False,True,False,True,0
seawasp,7,False,False,True,False,False,True,True,False,False,False,False,True,False,False,0
skimmer,2,False,True,True,False,True,True,True,False,True,True,False,False,False,True,2
skua,2,False,True,True,False,True,True,True,False,True,True,False,False,False,True,2
slowworm,3,False,False,True,False,False,False,True,True,True,True,False,False,False,True,0
slug,7,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0
sole,4,False,False,True,False,False,True,False,True,True,False,True,False,True,True,0
sparrow,2,False,True,True,False,True,False,False,False,True,True,False,False,False,True,2
squirrel,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,2
starfish,7,False,False,True,False,False,True,True,False,False,False,False,False,False,False,5
stingray,4,False,False,True,False,False,True,True,True,True,False,True,True,True,True,0
swan,2,False,True,True,False,True,True,False,False,True,True,False,False,False,True,2
termite,6,False,False,True,False,False,False,False,False,False,True,False,False,False,False,6
toad,5,False,False,True,False,False,True,False,True,True,True,True,False,False,False,4
tortoise,3,False,False,True,False,False,False,False,False,True,True,False,False,False,True,4
tuatara,3,False,False,True,False,False,False,True,True,True,True,False,False,False,True,4
tuna,4,False,False,True,False,False,True,True,True,True,False,True,False,True,True,0
vole,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
vulture,2,False,True,True,False,True,False,True,False,True,True,False,False,False,True,2
wallaby,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,2
wasp,6,True,False,True,False,True,False,False,False,False,True,False,True,False,False,6
wolf,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
worm,7,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0
wren,2,False,True,True,False,True,False,False,False,True,True,False,False,False,True,2
salamander,5,False,False,True,False,False,True,True,True,True,True,True,False,False,True,4
