animal_name,Class_Name,class_type,hair,feathers,eggs,milk,airborne,aquatic,predator,toothed,backbone,air_breather,water_breather,venomous,fins,tail,legs
aardvark,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,False,4
aardwolf,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
african_elephant,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
alligator,Reptile,3,True,False,True,False,False,True,True,True,True,True,False,False,True,True,4
alpaca,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
antelope,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
armadillo,Mammal,1,True,False,True,False,False,False,True,True,True,True,False,False,False,True,4
asian_elephant,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
axolotl,Amphibian,5,False,False,True,False,False,True,True,True,True,True,True,False,False,False,4
aye-aye,Mammal,1,True,False,True,False,False,False,True,True,True,True,False,False,False,True,4
baboon,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
bald_eagle,Bird,2,False,True,True,False,True,True,True,True,True,True,False,False,False,False,2
bali_tiger,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
balinese_tiger,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
bass,Fish,4,False,False,True,False,False,True,True,True,True,False,True,False,True,True,0
bat,Mammal,1,True,False,True,False,True,False,True,True,True,True,False,False,False,True,2
bear,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,False,4
bengal_tiger,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
bilby,Mammal,1,True,False,True,False,False,False,True,True,True,True,False,False,False,False,4
binturong,Mammal,1,True,False,True,False,False,False,True,True,True,True,False,False,False,True,4
bison,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
black_rhinoceros,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
blue_whale,Mammal,1,True,False,False,True,False,True,True,True,True,True,False,False,True,True,0
boar,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
bonobo,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
bowhead_whale,Mammal,1,True,False,False,True,False,True,True,True,True,True,False,False,True,True,0
buffalo,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
calf,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
capybara,Mammal,1,True,False,False,True,False,True,False,True,True,True,False,False,False,True,4
caracal,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
carp,Fish,4,False,False,True,False,False,True,False,True,True,False,True,False,True,True,0
caspiantiger,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
cassowary,Bird,2,False,True,True,False,True,False,True,False,True,True,False,False,False,False,2
cat,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
catfish,Fish,4,False,False,True,False,False,True,True,True,True,False,True,False,True,True,0
cavy,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,False,4
chameleon,Reptile,3,True,False,True,False,False,False,True,True,True,True,False,False,False,False,4
cheetah,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
cheetah_lizard,Reptile,3,True,False,True,False,False,False,True,True,True,True,False,False,False,True,4
chicken,Bird,2,False,True,True,False,True,False,False,False,True,True,False,False,False,True,2
chimpanzee,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,False,2
chinchilla,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
chipmunk,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
chub,Fish,4,False,False,True,False,False,True,True,True,True,False,True,False,True,True,0
civet,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
clam,Invertebrate,7,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0
coati,Mammal,1,True,False,True,False,True,False,True,True,True,True,False,False,False,True,4
common_porpoise,Mammal,1,False,False,False,True,False,True,True,True,True,True,False,False,True,True,0
common_seal,Mammal,1,True,False,False,True,False,True,True,True,True,True,False,False,True,True,0
cow,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
crab,Invertebrate,7,False,False,True,False,False,True,True,False,False,False,False,False,False,False,4
crayfish,Invertebrate,7,False,False,True,False,False,True,True,False,False,False,False,False,False,False,6
crocodile,Reptile,3,True,False,True,False,False,True,True,True,True,True,False,False,True,True,4
crow,Bird,2,False,True,True,False,True,False,True,False,True,True,False,False,False,True,2
deer,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
desert_hedgehog,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
dhole,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
dingo,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
dog,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
dogfish,Fish,4,False,False,True,False,False,True,True,True,True,False,True,False,True,True,0
dolphin,Mammal,1,False,False,False,True,False,True,True,True,True,True,False,False,True,True,0
dove,Bird,2,False,True,True,False,True,False,False,False,True,True,False,False,False,True,2
dromedary,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
dromedary_cavy,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,False,4
dromedary_jaguar,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
duck,Bird,2,False,True,True,False,True,True,False,False,True,True,False,False,False,True,2
dugong,Mammal,1,True,False,False,True,False,True,True,True,True,True,False,False,True,True,0
echidna,Mammal,1,True,False,True,False,False,False,True,True,True,True,False,False,False,True,2
elephant,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
elephant_bee,Bug,6,True,False,True,False,True,False,False,False,True,True,False,True,False,False,6
elephant_seal,Mammal,1,True,False,False,True,False,True,True,True,True,True,False,False,True,True,4
emu,Bird,2,False,True,True,False,True,False,False,False,True,True,False,False,False,False,2
european_hedgehog,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
fennec_fox,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
ferret,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
flamingo,Bird,2,False,True,True,False,True,False,False,False,True,True,False,False,False,True,2
flea,Bug,6,False,False,True,False,False,False,False,False,False,True,False,False,False,False,6
fossa,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
fox,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,False,4
frog,Amphibian,5,False,False,True,False,False,True,True,True,True,True,True,False,False,False,4
fruitbat,Mammal,1,True,False,False,True,True,False,False,True,True,True,False,False,False,True,2
galago,Mammal,1,True,False,True,False,True,False,True,True,True,True,False,False,False,True,4
gaur,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
gazelle,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
giant_armadillo,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
giant_panda,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
gibbon,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
giraffe,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
giraffe_snake,Reptile,3,False,False,True,False,False,False,True,True,True,True,False,True,False,True,0
gnat,Bug,6,False,False,True,False,True,False,False,False,False,True,False,False,False,False,6
goat,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
gorilla,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,False,2
gorilla_falcon,Bird,2,True,True,True,False,True,False,True,False,True,True,False,False,False,True,2
gray_whale,Mammal,1,True,False,False,True,False,True,True,True,True,True,False,False,True,True,0
guanaco,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
guinea pig,Mammal,1,True,False,True,False,False,False,False,True,True,True,False,False,False,True,4
guinea_pig,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,False,4
gull,Bird,2,False,True,True,False,True,True,True,False,True,True,False,False,False,True,2
haddock,Fish,4,False,False,True,False,False,True,False,True,True,False,True,False,True,True,0
hamster,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
hare,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
hawk,Bird,2,False,True,True,False,True,False,True,False,True,True,False,False,False,True,2
hedgehog,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
hedgehog_bat,Mammal,1,True,True,False,True,True,False,True,True,True,True,False,False,False,True,2
herring,Fish,4,False,False,True,False,False,True,True,True,True,False,True,False,True,True,0
hindu_porcupine,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
hippopotamus,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
honey_badger,Mammal,1,True,False,True,False,False,False,True,True,True,True,False,False,False,False,4
honeybee,Bug,6,True,False,True,False,True,False,False,False,False,True,False,True,False,False,6
horse,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
housefly,Bug,6,True,False,True,False,True,False,False,False,False,True,False,False,False,False,6
human,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,False,2
humpback_whale,Mammal,1,True,False,False,True,False,True,True,True,True,True,False,False,True,True,0
hyena,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
hyrax,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
ibex,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
iguana,Reptile,3,False,False,True,False,False,True,True,True,True,True,False,False,False,True,4
iguana_moose,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
indian_elephant,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
indian_rhinoceros,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
indian_tiger,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
indochinese_tiger,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
jaguar_octopus,Invertebrate,7,True,False,True,False,False,True,True,True,True,True,False,False,True,True,8
jaguarundi,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
java_tiger,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
javan_rhinoceros,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
javan_tiger,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
kangaroo,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,2
kangaroo_grouse,Bird,2,True,True,True,False,True,False,True,True,True,True,False,False,False,True,2
kangaroo_rat,Mammal,1,True,False,True,False,False,False,False,True,True,True,False,False,False,True,2
killer_whale,Mammal,1,False,False,False,True,False,True,True,True,True,True,False,False,True,True,0
kinkajou,Mammal,1,True,False,True,False,True,False,True,True,True,True,False,False,False,True,4
kiwi,Bird,2,False,True,True,False,False,False,True,False,True,True,False,False,False,True,2
kiwi_bird,Bird,2,False,True,True,False,False,False,True,False,True,True,False,False,False,True,2
koala,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
koala_hawk,Bird,2,True,True,False,True,True,False,True,True,True,True,False,False,False,True,2
ladybird,Bug,6,False,False,True,False,True,False,True,False,False,True,False,False,False,False,6
lark,Bird,2,False,True,True,False,True,False,False,False,True,True,False,False,False,True,2
lemming,Mammal,1,True,False,True,False,False,False,False,True,True,True,False,False,False,True,4
lemur,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
leopard,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
lion,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
lion_fish,Fish,4,False,False,True,False,False,True,True,True,True,True,True,True,True,True,0
lizard,Reptile,3,True,False,True,False,False,False,True,True,True,True,False,False,False,True,4
llama,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
lobster,Invertebrate,7,False,False,True,False,False,True,True,False,False,False,False,False,False,False,6
lynx,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
malayan_tiger,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
manatee,Mammal,1,True,False,False,True,False,True,True,True,True,True,False,False,True,True,0
maned_wolf,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
marmoset,Mammal,1,True,False,True,False,True,False,True,True,True,True,False,False,False,True,4
marmot,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,False,4
marten,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
meerkat,Mammal,1,True,False,True,False,False,False,True,True,True,True,False,False,False,True,4
mink,Mammal,1,True,False,False,True,False,True,True,True,True,True,False,False,False,True,4
mole,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
mongoose,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
moth,Bug,6,True,False,True,False,True,False,False,False,False,True,False,False,False,False,6
mouse,Mammal,1,True,False,True,False,False,False,True,True,True,True,False,False,False,True,4
narwhal,Mammal,1,True,False,False,True,False,True,True,True,True,True,False,False,True,True,0
newt,Amphibian,5,False,False,True,False,False,True,True,True,True,True,True,False,False,True,4
nighthawk,Bird,2,False,True,True,False,True,True,True,False,True,True,False,False,False,True,2
numbat,Mammal,1,True,False,True,False,False,False,True,True,True,True,False,False,False,False,4
ocelot,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
octopus,Invertebrate,7,False,False,True,False,False,True,True,False,False,False,False,False,False,False,8
okapi,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
opossum,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
orangutan,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,False,2
oryx,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
ostrich,Bird,2,False,True,True,False,False,False,False,False,True,True,False,False,False,True,2
otter,Mammal,1,True,False,False,True,False,True,True,True,True,True,False,False,False,False,4
owl,Bird,2,False,True,True,False,True,False,True,True,True,True,False,False,False,True,2
panda_eagle,Mammal,1,True,True,False,True,True,False,True,True,True,True,False,False,False,True,2
pangolin,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
parakeet,Bird,2,False,True,True,False,True,False,False,False,True,True,False,False,False,True,2
parrot,Bird,2,False,True,True,False,True,False,False,True,True,True,False,False,False,True,2
parrot_penguin,Bird,2,False,True,True,False,True,True,True,True,True,True,False,False,False,True,2
peacock,Bird,2,False,True,True,False,True,False,False,False,True,True,False,False,False,False,2
peccary,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
penguin,Bird,2,False,True,True,False,False,True,True,False,True,True,False,False,False,True,2
pheasant,Bird,2,False,True,True,False,True,False,False,False,True,True,False,False,False,True,2
pig,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
pika,Mammal,1,True,False,True,False,False,False,False,True,True,True,False,False,False,True,2
pike,Fish,4,False,False,True,False,False,True,True,True,True,False,True,False,True,True,0
piranha,Fish,4,False,False,True,False,False,True,True,True,True,False,True,False,True,True,0
pitviper,Reptile,3,False,False,True,False,False,False,True,True,True,True,False,True,False,True,0
platypus,Mammal,1,True,False,True,True,False,True,True,False,True,True,False,False,False,True,4
polar_bear,Mammal,1,True,False,False,True,False,True,True,True,True,True,False,False,False,False,4
polecat,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
pony,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
porcupine,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
porpoise,Mammal,1,False,False,False,True,False,True,True,True,True,True,False,False,True,True,0
potoroo,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
puma,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
pussycat,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
quokka,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,2
quoll,Mammal,1,True,False,True,False,False,False,True,True,True,True,False,False,False,True,4
rabbit,Mammal,1,True,False,True,False,False,False,False,True,True,True,False,False,False,True,4
raccoon,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
rat,Mammal,1,True,False,True,False,False,False,True,True,True,True,False,False,False,True,4
ratel,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
red_panda,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
reindeer,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
rhea,Bird,2,False,True,True,False,False,False,True,False,True,True,False,False,False,True,2
rhinoceros,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
right_whale,Mammal,1,True,False,False,True,False,True,True,True,True,True,False,False,True,True,0
ring-tailed_lemur,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
salamander,Amphibian,5,False,False,True,False,False,True,True,True,True,True,True,False,False,True,4
scorpion,Invertebrate,7,False,False,False,False,False,False,True,False,False,True,False,True,False,True,8
sea_lion,Mammal,1,True,False,False,True,False,True,True,True,True,True,False,False,True,True,2
sea_otter,Mammal,1,True,False,False,True,False,True,True,True,True,True,False,False,True,True,0
seahorse,Fish,4,False,False,True,False,False,True,False,True,True,False,True,False,True,True,0
seal,Mammal,1,True,False,False,True,False,True,True,True,True,True,False,False,True,False,0
sealion,Mammal,1,True,False,False,True,False,True,True,True,True,True,False,False,True,True,2
seasnake,Reptile,3,False,False,False,False,False,True,True,True,True,False,False,True,False,True,0
seawasp,Invertebrate,7,False,False,True,False,False,True,True,False,False,False,False,True,False,False,0
serval,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,False,4
sheep,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
shrimp,Invertebrate,7,False,False,True,False,False,True,True,True,True,True,False,False,False,False,6
siberian_tiger,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
skimmer,Bird,2,False,True,True,False,True,True,True,False,True,True,False,False,False,True,2
skua,Bird,2,False,True,True,False,True,True,True,False,True,True,False,False,False,True,2
sloth,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,2
sloth_frog,Amphibian,5,True,False,True,False,False,True,True,True,True,True,True,False,False,True,4
slowworm,Reptile,3,False,False,True,False,False,False,True,True,True,True,False,False,False,True,0
slug,Invertebrate,7,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0
snake,Reptile,3,False,False,True,False,False,False,True,True,True,True,False,True,False,True,0
sole,Fish,4,False,False,True,False,False,True,False,True,True,False,True,False,True,True,0
south_china_tiger,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
sparrow,Bird,2,False,True,True,False,True,False,False,False,True,True,False,False,False,True,2
sperm_whale,Mammal,1,True,False,False,True,False,True,True,True,True,True,False,False,True,True,0
spotted_skunk,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
squirrel,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,2
squirrel_monkey,Mammal,1,True,False,True,False,True,False,True,True,True,True,False,False,False,True,4
starfish,Invertebrate,7,False,False,True,False,False,True,True,False,False,False,False,False,False,False,5
stingray,Fish,4,False,False,True,False,False,True,True,True,True,False,True,True,True,True,0
stoat,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
sugar_glider,Mammal,1,True,False,True,False,True,False,True,True,True,True,False,False,False,True,2
sumatran_rhinoceros,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
sunda_island_tiger,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
swan,Bird,2,False,True,True,False,True,True,False,False,True,True,False,False,False,True,2
takin,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
tamandua,Mammal,1,True,False,True,False,False,False,True,True,True,True,False,False,False,True,4
tamarin,Mammal,1,True,False,True,False,True,False,True,True,True,True,False,False,False,True,4
tapir,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
tarantula,Invertebrate,7,False,False,True,False,False,False,True,True,True,True,False,True,False,False,8
tarantula_gazelle,Reptile,3,False,False,True,False,False,False,True,True,True,True,False,True,False,False,6
tarsier,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
tasmanian_devil,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
termite,Bug,6,False,False,True,False,False,False,False,False,False,True,False,False,False,False,6
tiger,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
tiger_dolphin,Mammal,1,False,False,False,True,False,True,True,True,True,True,False,False,True,True,0
tiger_shark,Fish,4,True,False,True,False,False,True,True,True,True,True,True,False,True,True,0
toad,Amphibian,5,False,False,True,False,False,True,False,True,True,True,True,False,False,False,4
tortoise,Reptile,3,False,False,True,False,False,False,False,False,True,True,False,False,False,True,4
tuatara,Reptile,3,False,False,True,False,False,False,True,True,True,True,False,False,False,True,4
tuna,Fish,4,False,False,True,False,False,True,True,True,True,False,True,False,True,True,0
umbrellabird,Bird,2,False,True,True,False,True,False,True,False,True,True,False,False,False,True,2
vicuña,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
vole,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
vulture,Bird,2,False,True,True,False,True,False,True,False,True,True,False,False,False,True,2
wallaby,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,2
wallaroo,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,2
walrus,Mammal,1,True,False,False,True,False,True,True,True,True,True,False,False,True,True,0
wasp,Bug,6,True,False,True,False,True,False,False,False,False,True,False,True,False,False,6
weasel,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
white_rhinoceros,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
wildebeest,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
wolf,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
wolverine,Mammal,1,True,False,False,True,False,False,True,True,True,True,False,False,False,True,4
wombat,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
worm,Invertebrate,7,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0
wren,Bird,2,False,True,True,False,True,False,False,False,True,True,False,False,False,True,2
xerus,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
yak,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
zebra,Mammal,1,True,False,False,True,False,False,False,True,True,True,False,False,False,True,4
